step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J0_stopped,J0_accumulated_waiting_time,J0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
1590,15,589,11.32692308,6.994785114,8,763,0.095735399,8,763,FALSE,,
1600,16,731,14.91836735,4.923190399,9,793,0.112265612,9,793,FALSE,,
1610,14,199,3.901960784,5.383443639,3,645,0.021184068,3,645,FALSE,,
1620,24,198,4.304347826,4.207432946,6,668,0.097246528,6,668,FALSE,,
1630,30,474,10.53333333,5.003900631,6,717,0.068176707,6,717,FALSE,,
1640,24,490,10.42553191,4.961214066,6,728,0.001255709,6,728,FALSE,,
1650,13,82,1.863636364,3.732719554,4,447,0.03265025,4,447,FALSE,,
1660,13,93,2.113636364,4.668914713,5,595,0.028108887,5,595,FALSE,,
1670,15,222,5.045454545,6.273157188,5,638,0.077195697,5,638,FALSE,,
1680,14,349,8.11627907,8.592377869,5,635,0.103348572,5,635,FALSE,,
1690,16,490,12.56410256,5.562294315,7,702,0.104341571,7,702,FALSE,,
1700,16,443,10.80487805,6.335300061,8,789,0.003017597,8,789,FALSE,,
1710,18,227,5.820512821,6.645990619,7,698,0.01752216,7,698,FALSE,,
1720,13,308,7.7,6.326580499,8,514,0.106912288,8,514,FALSE,,
1730,14,448,11.78947368,7.786454547,8,512,0.117592384,8,512,FALSE,,
1740,10,246,7.235294118,5.907896294,8,550,0.033106381,8,550,FALSE,,
1750,12,333,10.09090909,8.321305849,8,607,0.012964937,8,607,FALSE,,
1760,14,459,15.3,6.735144772,9,670,0.031531767,9,670,FALSE,,
1770,13,583,19.43333333,6.135098643,9,728,0.002588108,9,728,FALSE,,
1780,13,501,15.18181818,5.682164418,5,549,0.035321799,5,549,FALSE,,
1790,13,461,14.40625,8.690527958,8,611,0.033177574,8,611,FALSE,,
1800,18,624,18.90909091,6.392873952,12,723,0.00196023,12,723,FALSE,,
1810,16,722,23.29032258,4.944302146,9,708,0.029433832,9,708,FALSE,,
1820,11,246,7.935483871,6.303938874,6,409,0.032451835,6,409,FALSE,,
1830,13,310,8.378378378,7.131062102,7,325,9.41E-05,7,325,FALSE,,
1840,21,465,11.625,5.445457314,8,426,0.03778076,8,426,FALSE,,
1850,25,694,16.13953488,4.96911469,8,506,0,8,506,FALSE,,
1860,23,603,12.82978723,4.604147093,10,702,7.24E-06,10,702,FALSE,,
1870,27,740,14.8,3.638835327,10,721,0.070077546,10,721,FALSE,,
1880,37,1067,19.05357143,4.345243669,10,821,0,10,821,FALSE,,
1890,36,1340,23.10344828,3.69627349,10,941,0.054472871,10,941,FALSE,,
1900,38,1412,25.21428571,3.456242642,12,1162,1.08E-05,12,1162,FALSE,,
1910,22,499,8.457627119,2.638948501,1,506,0.056396161,1,506,FALSE,,
1920,12,103,1.584615385,5.944728319,3,601,0.207304685,3,601,FALSE,,
1930,17,92,1.352941176,4.559918161,9,405,0.062009674,9,405,FALSE,,
1940,16,114,1.78125,5.304339754,9,481,0.052381497,9,481,FALSE,,
1950,16,189,3.098360656,4.666974511,5,252,0.049298771,5,252,FALSE,,
1960,13,72,1.220338983,5.49116784,8,510,0.029476353,8,510,FALSE,,
1970,26,219,3.775862069,3.302173371,10,585,6.08E-07,10,585,FALSE,,
1980,36,486,8.1,3.90441674,8,595,0.074418016,8,595,FALSE,,
1990,39,718,11.58064516,4.500880465,9,725,0,9,725,FALSE,,
2000,39,833,12.43283582,3.673932599,9,815,0.07366982,9,815,FALSE,,
2010,31,362,5.171428571,3.732868679,5,532,0.051830099,5,532,FALSE,,
2020,24,140,1.971830986,3.270343509,6,716,0.058567103,6,716,FALSE,,
2030,23,246,3.324324324,4.137432456,6,388,0.094857003,6,388,FALSE,,
2040,19,296,4,5.095469626,6,310,0.127229992,6,310,FALSE,,
2050,21,421,5.847222222,4.398048532,6,455,0.092471166,6,455,FALSE,,
2060,23,565,7.739726027,4.496847929,9,544,0.089271537,9,544,FALSE,,
2070,30,817,11.50704225,3.901063551,9,610,0.029773973,9,610,FALSE,,
